ID,Applicant_Name,Gender,District,State,Pincode,Ownership,GovtID_Type,ID_Number,Category,Load_Applied,Date_of_Application,Date_of_Approval,Modified_Date,Status,Reviewer_ID,Reviewer_Name,Reviewer_Comments
1069,Hansh Barad,Female,Hyderabad,Telangana,140267,Individual,PAN,gmqNC4971e,Residential,47,10-01-2025,04-02-2025,01-03-2025,Rejected,6564,Bhavin Dhar,Documents verification in progress
1070,Tara Kadakia,Female,Kolkata,West Bengal,840457,Joint,Voter_Id,VOT269784,Residential,10,20-03-2025,23-04-2025,12-06-2025,Rejected,6676,Ahana  Agate,Installation pending
1071,Nishith Anne,Male,Lucknow,Uttar Pradesh,386179,Individual,Aadhar,4.32E+11,Commercial,43,26-08-2024,10-10-2024,19-11-2024,Rejected,7874,Suhana Kibe,KYC failed
1072,Nitara Jain,Male,Jaipur,Rajasthan,18951,Individual,Voter_Id,VOT608505,Commercial,26,24-01-2025,17-03-2025,02-02-2025,Rejected,4190,Kiara Kade,Documents verification in progress
1073,Vardaniya Choudhary,Male,Ahmedabad,Gujarat,195441,Individual,Voter_Id,VOT913608,Residential,6,08-01-2024,09-01-2024,28-01-2024,Connection Released,3518,Oorja Khosla,Documents verification in progress
1074,Ayesha Upadhyay,Female,Hyderabad,Telangana,9226,Joint,Aadhar,6.38E+11,Residential,14,10-07-2024,23-07-2024,30-09-2024,Connection Released,8897,Jayant Dyal,KYC failed
1075,Farhan Deshmukh,Female,Pune,Maharashtra,575913,Joint,Passport,P4412746,Commercial,29,04-07-2024,17-07-2024,15-09-2024,Connection Released,1592,Mannat Bandi,Documents verification in progress
1076,Kartik Anand,Female,Hyderabad,Telangana,145999,Joint,Voter_Id,VOT257138,Commercial,12,21-03-2024,,23-04-2024,Approved,1529,Prerak Dani,Documents verification in progress
1077,Shalv Rege,Female,Ahmedabad,Gujarat,783404,Individual,Aadhar,5.77E+11,Commercial,40,10-03-2025,08-05-2025,03-04-2025,Connection Released,9869,Onkar Choudhry,Installation pending
1078,Mohanlal Apte,Male,Lucknow,Uttar Pradesh,693207,Individual,Passport,P5709582,Commercial,16,07-08-2024,04-09-2024,11-10-2024,Pending,1769,Aayush Bhakta,Installation completed
1079,Nayantara Jain,Female,Ahmedabad,Gujarat,567695,Individual,Voter_Id,VOT381541,Residential,27,20-04-2024,09-05-2024,12-05-2024,Approved,9121,Stuvan Sagar,Installation pending
1080,Ahana  Garde,Male,Jaipur,Rajasthan,460260,Joint,Aadhar,1.46E+11,Commercial,40,23-03-2025,,31-03-2025,Rejected,7620,Anaya Badami,KYC failed
1081,Riaan Bumb,Female,Bangalore,Karnataka,921457,Joint,Voter_Id,VOT606120,Commercial,22,27-02-2024,03-04-2024,17-05-2024,Connection Released,2476,Aaina Dora,KYC failed
1082,Shaan Devi,Male,Hyderabad,Telangana,748601,Joint,Passport,P7047736,Commercial,21,20-01-2025,08-02-2025,12-02-2025,Rejected,3050,Raunak Sarkar,KYC failed
1083,Shaan Ramakrishnan,Female,Bangalore,Karnataka,826285,Joint,Voter_Id,VOT978317,Commercial,15,13-06-2024,21-06-2024,06-09-2024,Pending,2308,Hrishita Varma,Installation pending
1084,Tejas Hans,Female,Pune,Maharashtra,11846,Joint,Aadhar,3.64E+11,Residential,6,01-02-2024,,29-03-2024,Approved,9495,Divyansh Sandal,Installation completed
1085,Anay De,Male,Chennai,Tamil Nadu,391907,Individual,Aadhar,9.02E+11,Commercial,16,14-06-2025,07-07-2025,28-06-2025,Pending,4652,Nehmat Bawa,Installation pending
1086,Pari Kaul,Male,Bangalore,Karnataka,721088,Individual,PAN,eObTz9682v,Commercial,25,04-06-2025,31-07-2025,18-07-2025,Connection Released,6395,Vidur Kadakia,KYC failed
1087,Myra Chawla,Female,Pune,Maharashtra,912108,Joint,Voter_Id,VOT133100,Residential,3,29-12-2024,02-01-2025,22-02-2025,Pending,5087,Kiara Mand,Installation pending
1088,Samar Malhotra,Female,Lucknow,Uttar Pradesh,101947,Individual,Passport,P9922465,Commercial,48,01-08-2024,27-09-2024,03-08-2024,Connection Released,1798,Riya Kota,Installation pending
1089,Ela Dhar,Male,Delhi,Delhi,666487,Joint,Passport,P1525233,Residential,20,13-03-2024,14-04-2024,26-03-2024,Approved,3481,Nitya Garde,KYC failed
1090,Yuvraj  Sidhu,Female,Lucknow,Uttar Pradesh,128367,Individual,Aadhar,8.68E+11,Residential,18,02-07-2024,12-07-2024,24-09-2024,Connection Released,8073,Stuvan Mahajan,Installation pending
1091,Kaira Gola,Female,Jaipur,Rajasthan,43190,Joint,PAN,xyHDa8947Z,Residential,11,28-10-2024,,03-01-2025,Rejected,2279,Chirag Dubey,Documents verification in progress
1092,Priyansh Edwin,Male,Kolkata,West Bengal,137002,Individual,PAN,wZaoJ6903V,Residential,6,22-05-2024,25-06-2024,06-08-2024,Approved,6263,Elakshi Sarin,Installation pending
1093,Kaira Konda,Female,Bangalore,Karnataka,820658,Joint,Aadhar,1.88E+11,Residential,37,02-12-2024,,23-02-2025,Approved,3783,Dhruv Manda,Installation completed
1094,Kimaya Bhandari,Female,Bangalore,Karnataka,277698,Individual,Aadhar,3.95E+11,Commercial,5,19-09-2024,20-10-2024,27-09-2024,Connection Released,7324,Tushar Lal,Installation completed
1095,Neelofar Wason,Male,Lucknow,Uttar Pradesh,352934,Individual,Voter_Id,VOT929580,Commercial,17,30-06-2024,13-07-2024,10-09-2024,Rejected,2946,Suhana Andra,Installation completed
1096,Riaan Sunder,Male,Delhi,Delhi,192579,Joint,Aadhar,8.62E+11,Residential,18,11-03-2025,07-05-2025,18-03-2025,Connection Released,7794,Adira Sethi,KYC failed
1097,Amani Ganesan,Male,Delhi,Delhi,715454,Individual,PAN,xKRyN3131j,Residential,33,02-01-2024,17-01-2024,03-03-2024,Pending,6652,Neelofar Chada,Documents verification in progress
1098,Shanaya Chacko,Female,Jaipur,Rajasthan,171423,Individual,PAN,ZEBZz8166J,Residential,5,24-04-2025,09-05-2025,19-07-2025,Connection Released,5480,Hansh Arora,KYC failed
1099,Dishani Grover,Male,Lucknow,Uttar Pradesh,76290,Joint,Aadhar,6.21E+11,Commercial,33,18-10-2024,04-12-2024,03-12-2024,Pending,6424,Raunak Dixit,Installation completed
1100,Nayantara Chadha,Female,Delhi,Delhi,355925,Individual,PAN,uCHQU1998m,Commercial,48,28-04-2025,11-05-2025,25-07-2025,Approved,1494,Myra Lala,Installation pending
1101,Armaan Konda,Female,Mumbai,Maharashtra,92494,Joint,Passport,P6947847,Residential,36,14-05-2025,10-06-2025,04-06-2025,Pending,7331,Renee Kala,Documents verification in progress
1102,Nirvaan Bassi,Male,Lucknow,Uttar Pradesh,860444,Joint,Voter_Id,VOT600402,Commercial,34,23-07-2024,12-09-2024,29-08-2024,Connection Released,3055,Vaibhav Manne,Documents verification in progress
1103,Damini Chatterjee,Male,Mumbai,Maharashtra,652050,Joint,Voter_Id,VOT526384,Commercial,27,29-04-2024,,18-06-2024,Pending,7204,Shalv Bhandari,KYC failed
1104,Emir Jaggi,Male,Delhi,Delhi,443349,Joint,Aadhar,8.04E+11,Residential,25,29-04-2025,19-06-2025,25-06-2025,Approved,5051,Indrans Gole,Installation pending
1105,Anahita Subramanian,Male,Mumbai,Maharashtra,913549,Joint,Aadhar,6.88E+11,Residential,5,06-11-2024,09-12-2024,16-01-2025,Rejected,1276,Rohan Wali,Documents verification in progress
1106,Mamooty Sankar,Female,Kolkata,West Bengal,587978,Joint,PAN,xcJLV4220A,Residential,13,30-07-2024,,03-10-2024,Pending,8616,Yuvaan Setty,Installation pending
1107,Himmat Sankaran,Female,Jaipur,Rajasthan,105620,Individual,PAN,fKwec7626k,Residential,27,16-12-2024,05-02-2025,17-01-2025,Connection Released,9547,Alia Mann,Installation pending
1108,Ahana  Anne,Male,Jaipur,Rajasthan,607570,Individual,PAN,ZSukv9063q,Residential,3,06-01-2024,05-02-2024,11-03-2024,Rejected,4725,Eshani Aggarwal,Installation completed
1109,Kismat Kohli,Female,Bangalore,Karnataka,386526,Joint,Voter_Id,VOT135186,Commercial,1,11-02-2025,,12-04-2025,Approved,8700,Damini Kunda,KYC failed
1110,Ehsaan Bava,Male,Kolkata,West Bengal,199298,Joint,Voter_Id,VOT210796,Commercial,31,30-09-2024,29-11-2024,11-12-2024,Connection Released,3543,Stuvan Gala,Documents verification in progress
1111,Jivika Apte,Male,Lucknow,Uttar Pradesh,678321,Joint,Voter_Id,VOT603425,Commercial,29,14-01-2025,,04-04-2025,Rejected,4647,Samar Yadav,Installation completed
1112,Mishti Mangat,Female,Lucknow,Uttar Pradesh,895351,Joint,PAN,jhYFO9688w,Residential,37,30-08-2024,26-09-2024,06-09-2024,Pending,8066,Darshit Chakraborty,Documents verification in progress
1113,Madhup Bhargava,Male,Kolkata,West Bengal,976454,Joint,Voter_Id,VOT590859,Residential,34,02-08-2024,22-09-2024,26-10-2024,Connection Released,6869,Arnav Aggarwal,Documents verification in progress
1114,Ishita Kapur,Female,Jaipur,Rajasthan,542609,Individual,Voter_Id,VOT210149,Residential,24,11-06-2024,19-07-2024,31-07-2024,Pending,5232,Pari Keer,Installation completed
1115,Divij Seshadri,Female,Jaipur,Rajasthan,809096,Individual,PAN,jJhca7776x,Residential,30,21-11-2024,24-12-2024,26-12-2024,Rejected,5847,Bhavin Sampath,Installation completed
1116,Anahi Majumdar,Male,Kolkata,West Bengal,829647,Individual,PAN,hmRUw0098z,Residential,40,13-02-2025,,20-03-2025,Pending,1997,Bhamini Goyal,Documents verification in progress
1117,Ehsaan Issac,Male,Bangalore,Karnataka,338632,Joint,PAN,CzcZi0914m,Commercial,41,13-02-2024,22-02-2024,17-02-2024,Approved,4214,Pihu Vasa,Installation pending
1118,Alia Singh,Female,Jaipur,Rajasthan,562419,Joint,Passport,P8095179,Residential,49,10-11-2024,12-11-2024,17-11-2024,Rejected,5318,Arnav Mammen,Installation pending
1119,Eshani Bala,Female,Lucknow,Uttar Pradesh,968190,Joint,Passport,P1970967,Residential,41,07-03-2025,,11-05-2025,Connection Released,6828,Zain Bakshi,KYC failed
1120,Vardaniya Mani,Female,Delhi,Delhi,883849,Individual,Voter_Id,VOT528867,Residential,47,07-04-2024,,17-04-2024,Connection Released,8321,Hansh Badami,Installation pending
1121,Sana Mahal,Male,Delhi,Delhi,620512,Individual,Aadhar,3.50E+11,Commercial,27,29-10-2024,,18-12-2024,Rejected,6285,Anay Chandra,Documents verification in progress
1122,Sumer Krishna,Male,Ahmedabad,Gujarat,606679,Joint,Passport,P8273072,Commercial,14,02-11-2024,08-12-2024,16-01-2025,Connection Released,5022,Ryan Shan,KYC failed
1123,Mehul Suri,Male,Kolkata,West Bengal,542747,Individual,Aadhar,2.99E+11,Residential,6,01-08-2024,,12-09-2024,Pending,1047,Ritvik Talwar,Installation completed
1124,Veer Chatterjee,Female,Kolkata,West Bengal,473882,Individual,PAN,iSryA7177t,Residential,19,27-09-2024,04-11-2024,07-11-2024,Pending,7713,Eva Sunder,Installation pending
1125,Yakshit Rajagopalan,Male,Delhi,Delhi,200422,Joint,Aadhar,5.87E+11,Commercial,12,27-01-2024,26-03-2024,14-02-2024,Approved,7156,Tara Sule,Installation pending
1126,Aarush Dubey,Male,Bangalore,Karnataka,248034,Individual,Aadhar,9.57E+11,Commercial,24,16-01-2024,30-01-2024,04-02-2024,Pending,7483,Arnav Manne,Installation pending
1127,Nitya Gulati,Male,Jaipur,Rajasthan,48961,Joint,PAN,FFNaQ8747l,Residential,5,22-07-2024,24-07-2024,13-09-2024,Approved,8577,Tarini Wadhwa,Installation completed
1128,Abram Deo,Female,Pune,Maharashtra,165779,Individual,PAN,CFHck9235x,Commercial,40,16-01-2025,,12-03-2025,Approved,8622,Shlok Devan,KYC failed
1129,Piya Bhatia,Female,Ahmedabad,Gujarat,9201,Joint,Voter_Id,VOT398253,Commercial,24,03-07-2024,01-08-2024,12-09-2024,Pending,5212,Misha Sekhon,Documents verification in progress
1130,Hrishita Virk,Male,Bangalore,Karnataka,264663,Individual,PAN,tjwmu9666j,Residential,48,08-05-2025,29-06-2025,24-06-2025,Approved,8963,Myra Banerjee,Installation pending
1131,Yuvaan Tailor,Male,Delhi,Delhi,793829,Joint,Passport,P3813443,Commercial,24,25-02-2024,29-03-2024,22-05-2024,Pending,2658,Indranil Khatri,Installation pending
1132,Nehmat Varma,Female,Jaipur,Rajasthan,216077,Individual,Passport,P5644879,Commercial,21,23-05-2025,29-06-2025,04-06-2025,Rejected,7048,Sahil Chatterjee,Documents verification in progress
1133,Kiaan Acharya,Male,Hyderabad,Telangana,185220,Individual,PAN,plidG3415D,Commercial,14,18-06-2025,06-08-2025,28-06-2025,Connection Released,7466,Kanav Dyal,Installation pending
1134,Nakul Raman,Female,Ahmedabad,Gujarat,423581,Joint,PAN,JCkrN6323p,Commercial,12,04-02-2025,12-02-2025,15-04-2025,Pending,4755,Inaaya  Saha,Documents verification in progress
1135,Vardaniya Vyas,Male,Ahmedabad,Gujarat,482974,Joint,Aadhar,7.30E+11,Commercial,39,14-05-2024,,02-08-2024,Connection Released,4764,Prerak Salvi,Installation completed
1136,Ranbir Sundaram,Male,Bangalore,Karnataka,307499,Joint,Voter_Id,VOT764449,Commercial,26,08-08-2024,25-09-2024,16-09-2024,Connection Released,6284,Sahil Shenoy,Installation completed
1137,Anika Khare,Female,Bangalore,Karnataka,277447,Joint,Aadhar,9.68E+11,Residential,21,13-05-2024,07-07-2024,23-05-2024,Rejected,6734,Damini Lall,Installation pending
1138,Rohan Borde,Female,Kolkata,West Bengal,295529,Joint,Passport,P1187295,Commercial,38,19-09-2024,23-10-2024,24-11-2024,Connection Released,6330,Hazel Chacko,Documents verification in progress
1139,Madhup Chaudhry,Female,Jaipur,Rajasthan,542002,Individual,Voter_Id,VOT725281,Residential,27,06-05-2025,25-06-2025,19-07-2025,Approved,3837,Jayan Dhawan,Installation completed
1140,Ivana Lad,Female,Bangalore,Karnataka,566266,Individual,Aadhar,7.16E+11,Commercial,38,16-05-2024,20-05-2024,09-07-2024,Pending,7460,Eshani Lad,Installation pending
1141,Urvi Chacko,Male,Bangalore,Karnataka,389176,Individual,Aadhar,2.91E+11,Commercial,33,21-05-2024,,16-08-2024,Connection Released,9678,Zara Dugar,KYC failed
1142,Reyansh Bhatti,Male,Delhi,Delhi,362441,Individual,Passport,P1733630,Residential,27,15-11-2024,,16-12-2024,Connection Released,6268,Veer Sami,Installation completed
1143,Damini Chatterjee,Male,Lucknow,Uttar Pradesh,373244,Individual,Voter_Id,VOT458631,Residential,23,12-06-2025,03-07-2025,19-06-2025,Approved,4305,Onkar Chopra,Documents verification in progress
1144,Anahi Chawla,Male,Ahmedabad,Gujarat,376331,Joint,Voter_Id,VOT754086,Residential,11,08-12-2024,29-12-2024,20-12-2024,Approved,9985,Reyansh Raju,Installation completed
1145,Nakul Raju,Male,Delhi,Delhi,192939,Joint,Passport,P1981584,Commercial,43,08-04-2025,19-05-2025,10-04-2025,Connection Released,9548,Piya Deshmukh,Installation pending
1146,Samaira Sani,Male,Ahmedabad,Gujarat,407654,Individual,Voter_Id,VOT737742,Residential,40,12-05-2024,30-05-2024,01-08-2024,Pending,7483,Myra Khanna,Documents verification in progress
1147,Zain Bahl,Female,Ahmedabad,Gujarat,604360,Individual,Voter_Id,VOT385238,Residential,16,15-04-2025,14-05-2025,09-05-2025,Approved,2939,Devansh Bhasin,KYC failed
1148,Nakul Chowdhury,Female,Delhi,Delhi,694548,Joint,PAN,YknMU5319U,Commercial,31,28-03-2024,20-04-2024,27-04-2024,Connection Released,8412,Neysa Roy,Installation completed
1149,Faiyaz Goel,Male,Chennai,Tamil Nadu,99449,Individual,PAN,pwuzJ2364T,Residential,47,13-04-2025,18-04-2025,03-06-2025,Pending,1279,Indranil Apte,Installation completed
1150,Manikya Randhawa,Female,Mumbai,Maharashtra,271842,Joint,Aadhar,4.78E+11,Residential,21,07-01-2025,26-02-2025,13-02-2025,Connection Released,9226,Mehul Wali,Installation completed
1151,Sara Dalal,Female,Delhi,Delhi,158941,Individual,Voter_Id,VOT161619,Residential,15,07-06-2024,07-07-2024,22-08-2024,Approved,2935,Anika Sur,KYC failed
1152,Uthkarsh Mallick,Male,Ahmedabad,Gujarat,899793,Joint,Aadhar,2.95E+11,Residential,48,30-08-2024,11-10-2024,20-09-2024,Pending,8704,Aarna Kuruvilla,Installation pending
1153,Samiha Lalla,Male,Ahmedabad,Gujarat,647075,Joint,Passport,P1657323,Residential,11,12-12-2024,17-12-2024,23-01-2025,Approved,7162,Dhanush Saran,KYC failed
1154,Mannat Saha,Female,Jaipur,Rajasthan,813933,Individual,Passport,P6202319,Residential,48,04-04-2025,18-05-2025,01-05-2025,Connection Released,3754,Indranil Mann,Installation pending
1155,Shaan Khosla,Male,Chennai,Tamil Nadu,204546,Joint,Passport,P5904237,Commercial,11,16-06-2024,29-06-2024,26-06-2024,Connection Released,4438,Stuvan Anand,KYC failed
1156,Shamik Rajan,Female,Kolkata,West Bengal,368494,Joint,Passport,P9727099,Residential,5,09-07-2024,18-07-2024,30-07-2024,Rejected,7253,Tanya Char,KYC failed
1157,Charvi Edwin,Male,Chennai,Tamil Nadu,391361,Joint,Passport,P6190472,Residential,44,25-01-2025,27-01-2025,11-02-2025,Connection Released,2270,Siya Ravel,KYC failed
1158,Zara Kapoor,Male,Hyderabad,Telangana,494981,Individual,Passport,P5527518,Commercial,42,17-09-2024,09-11-2024,27-10-2024,Approved,5613,Zoya Choudhry,Installation completed
1159,Mahika Bora,Female,Jaipur,Rajasthan,796167,Joint,Aadhar,8.27E+11,Commercial,31,31-10-2024,12-11-2024,03-11-2024,Pending,5829,Rania Mand,KYC failed
1160,Damini Saha,Female,Pune,Maharashtra,840392,Individual,Passport,P7681494,Residential,2,12-02-2025,13-04-2025,18-04-2025,Rejected,7646,Zara Hayer,KYC failed
1161,Tushar Kar,Male,Delhi,Delhi,218032,Individual,Passport,P7093812,Residential,22,30-04-2024,19-06-2024,22-05-2024,Connection Released,8815,Taran Sankar,Installation completed
1162,Trisha Sekhon,Male,Jaipur,Rajasthan,260865,Individual,Voter_Id,VOT510733,Commercial,27,26-03-2024,03-04-2024,01-06-2024,Approved,2120,Baiju Bhandari,Installation completed
1163,Hridaan Mahajan,Female,Jaipur,Rajasthan,546638,Individual,Passport,P5090186,Residential,49,12-07-2024,04-08-2024,29-09-2024,Approved,6796,Amani Saxena,Installation completed
1164,Kartik Shanker,Male,Delhi,Delhi,711251,Joint,Passport,P2394144,Commercial,45,03-06-2025,17-06-2025,05-06-2025,Rejected,4908,Kashvi Thakkar,Installation completed
1165,Ahana  Sethi,Female,Bangalore,Karnataka,512024,Joint,Aadhar,35415504677,Residential,24,27-03-2025,12-05-2025,06-05-2025,Connection Released,2340,Jayan Subramanian,Installation completed
1166,Yakshit Khurana,Female,Ahmedabad,Gujarat,901138,Individual,Passport,P9219702,Commercial,24,03-01-2025,15-02-2025,02-03-2025,Approved,2803,Myra Rajagopalan,Documents verification in progress
1167,Anahi Goda,Male,Hyderabad,Telangana,47668,Individual,PAN,mqYib2424i,Commercial,23,12-05-2024,03-06-2024,26-06-2024,Connection Released,4773,Anaya Kibe,Installation pending
1168,Aradhya Sridhar,Male,Pune,Maharashtra,473699,Joint,Voter_Id,VOT907376,Commercial,38,13-06-2024,,11-09-2024,Pending,3923,Dhruv Bath,Installation completed
1169,Darshit Ratta,Male,Ahmedabad,Gujarat,640215,Joint,Voter_Id,VOT664371,Commercial,23,13-10-2024,29-10-2024,17-10-2024,Pending,2234,Aarav Singhal,Installation completed
1170,Shanaya Lall,Female,Jaipur,Rajasthan,517647,Joint,Voter_Id,VOT335887,Commercial,49,08-02-2025,05-03-2025,12-03-2025,Pending,8438,Saanvi Rout,KYC failed
1171,Adah Sarraf,Male,Bangalore,Karnataka,559210,Individual,Passport,P9274858,Commercial,4,15-06-2024,29-06-2024,26-06-2024,Connection Released,8413,Rhea Gandhi,KYC failed
1172,Tara Gara,Female,Ahmedabad,Gujarat,521317,Individual,Passport,P7522454,Residential,29,03-06-2024,21-07-2024,26-06-2024,Connection Released,8332,Ayesha Bandi,Documents verification in progress
1173,Oorja Ramakrishnan,Female,Ahmedabad,Gujarat,89796,Joint,Aadhar,5.10E+11,Residential,34,11-12-2024,19-01-2025,03-01-2025,Pending,2764,Kartik Buch,Documents verification in progress
1174,Saira Dar,Male,Pune,Maharashtra,313609,Individual,Aadhar,9.19E+11,Residential,38,20-04-2024,,12-06-2024,Pending,4849,Jayant Samra,Documents verification in progress
1175,Ahana  Loyal,Female,Bangalore,Karnataka,217048,Joint,Voter_Id,VOT493239,Residential,48,06-08-2024,30-08-2024,09-09-2024,Connection Released,4885,Tarini Kothari,KYC failed
1176,Trisha Brahmbhatt,Male,Delhi,Delhi,604277,Joint,Passport,P9615067,Commercial,30,15-07-2024,11-09-2024,27-07-2024,Approved,7706,Aarav Sani,Installation pending
1177,Yashvi Das,Female,Hyderabad,Telangana,958102,Joint,Voter_Id,VOT732542,Commercial,49,16-06-2024,03-08-2024,08-08-2024,Connection Released,7494,Gokul Chaudhry,KYC failed
1178,Gatik Jha,Female,Mumbai,Maharashtra,132824,Joint,Voter_Id,VOT154267,Commercial,1,27-06-2024,04-07-2024,09-07-2024,Rejected,3417,Hrishita Subramanian,Installation pending
1179,Saksham Goswami,Male,Mumbai,Maharashtra,536614,Joint,Voter_Id,VOT907160,Residential,8,18-07-2024,,10-10-2024,Approved,9175,Jayan Dani,KYC failed
1180,Samar Barad,Male,Mumbai,Maharashtra,181521,Individual,PAN,jTqOc8294E,Commercial,14,22-03-2024,17-04-2024,21-05-2024,Rejected,3912,Ehsaan Kuruvilla,Documents verification in progress
1181,Trisha Hegde,Male,Kolkata,West Bengal,896028,Joint,Voter_Id,VOT400700,Residential,9,09-06-2024,,31-08-2024,Rejected,8987,Shamik Loke,KYC failed
1182,Abram Saran,Male,Pune,Maharashtra,494744,Joint,Voter_Id,VOT190845,Commercial,24,28-05-2025,02-07-2025,06-08-2025,Pending,9826,Renee Hayer,Installation pending
1183,Lavanya Jain,Male,Bangalore,Karnataka,691276,Joint,Aadhar,1.93E+11,Residential,21,20-01-2024,14-03-2024,11-02-2024,Rejected,7606,Ishaan Rattan,Installation pending
